index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
84138,Karnataka,CHIKMAGALUR,2010,Rabi       ,Peas & beans (Pulses),14,99
84139,Karnataka,CHIKMAGALUR,2010,Rabi       ,Potato,21,244
84140,Karnataka,CHIKMAGALUR,2010,Rabi       ,Rapeseed &Mustard,134,45
84141,Karnataka,CHIKMAGALUR,2010,Rabi       ,Safflower,32,28
84142,Karnataka,CHIKMAGALUR,2010,Rabi       ,Sunflower,45,17
84143,Karnataka,CHIKMAGALUR,2010,Rabi       ,Urad,29,14
84144,Karnataka,CHIKMAGALUR,2010,Rabi       ,Wheat,2,1
84145,Karnataka,CHIKMAGALUR,2010,Summer     ,Onion,3,32
84146,Karnataka,CHIKMAGALUR,2010,Summer     ,Peas & beans (Pulses),24,206
84147,Karnataka,CHIKMAGALUR,2010,Summer     ,Rice,3494,7751
84148,Karnataka,CHIKMAGALUR,2010,Whole Year ,Arecanut,21517,232659
84149,Karnataka,CHIKMAGALUR,2010,Whole Year ,Banana,2195,17780
84150,Karnataka,CHIKMAGALUR,2010,Whole Year ,Black pepper,3552,3488.3
84151,Karnataka,CHIKMAGALUR,2010,Whole Year ,Cardamom,2240,197
84152,Karnataka,CHIKMAGALUR,2010,Whole Year ,Cashewnut,351,257
84153,Karnataka,CHIKMAGALUR,2010,Whole Year ,Coconut ,38091,211177
84154,Karnataka,CHIKMAGALUR,2010,Whole Year ,Coriander,406,155
84155,Karnataka,CHIKMAGALUR,2010,Whole Year ,Dry ginger,432,1481.9
84156,Karnataka,CHIKMAGALUR,2010,Whole Year ,Sugarcane,817,64420
84157,Karnataka,CHIKMAGALUR,2010,Whole Year ,Sweet potato,42,346
84158,Karnataka,CHIKMAGALUR,2010,Whole Year ,Tapioca,15,166
84159,Karnataka,CHIKMAGALUR,2010,Whole Year ,Tobacco,38,42
84160,Karnataka,CHIKMAGALUR,2010,Whole Year ,Turmeric,9,12
84161,Karnataka,CHIKMAGALUR,2011,Kharif     ,Arhar/Tur,595,272
84162,Karnataka,CHIKMAGALUR,2011,Kharif     ,Castor seed,632,530
84163,Karnataka,CHIKMAGALUR,2011,Kharif     ,Cotton(lint),1026,1181
84164,Karnataka,CHIKMAGALUR,2011,Kharif     ,Cowpea(Lobia),683,229
84165,Karnataka,CHIKMAGALUR,2011,Kharif     ,Dry chillies,1597,881
84166,Karnataka,CHIKMAGALUR,2011,Kharif     ,Groundnut,5056,4270
84167,Karnataka,CHIKMAGALUR,2011,Kharif     ,Horse-gram,960,496
84168,Karnataka,CHIKMAGALUR,2011,Kharif     ,Jowar,1004,635
84169,Karnataka,CHIKMAGALUR,2011,Kharif     ,Maize,25064,63622
84170,Karnataka,CHIKMAGALUR,2011,Kharif     ,Moong(Green Gram),2557,355
84171,Karnataka,CHIKMAGALUR,2011,Kharif     ,Niger seed,562,165
84172,Karnataka,CHIKMAGALUR,2011,Kharif     ,Onion,2531,16394
84173,Karnataka,CHIKMAGALUR,2011,Kharif     ,Other Kharif pulses,2917,1771
84174,Karnataka,CHIKMAGALUR,2011,Kharif     ,Peas & beans (Pulses),156,1737
84175,Karnataka,CHIKMAGALUR,2011,Kharif     ,Potato,5271,41031
84176,Karnataka,CHIKMAGALUR,2011,Kharif     ,Ragi,39215,48505
84177,Karnataka,CHIKMAGALUR,2011,Kharif     ,Rice,41880,113629
84178,Karnataka,CHIKMAGALUR,2011,Kharif     ,Sesamum,4513,2500
84179,Karnataka,CHIKMAGALUR,2011,Kharif     ,Small millets,1182,675
84180,Karnataka,CHIKMAGALUR,2011,Kharif     ,Sunflower,3875,1314
84181,Karnataka,CHIKMAGALUR,2011,Kharif     ,Urad,667,105
84182,Karnataka,CHIKMAGALUR,2011,Rabi       ,Cowpea(Lobia),20,7
84183,Karnataka,CHIKMAGALUR,2011,Rabi       ,Dry chillies,18,42
84184,Karnataka,CHIKMAGALUR,2011,Rabi       ,Gram,6940,4167
84185,Karnataka,CHIKMAGALUR,2011,Rabi       ,Groundnut,501,391
84186,Karnataka,CHIKMAGALUR,2011,Rabi       ,Horse-gram,7940,3741
84187,Karnataka,CHIKMAGALUR,2011,Rabi       ,Jowar,5785,5089
84188,Karnataka,CHIKMAGALUR,2011,Rabi       ,Moong(Green Gram),20,7
84189,Karnataka,CHIKMAGALUR,2011,Rabi       ,Other  Rabi pulses,16,15
84190,Karnataka,CHIKMAGALUR,2011,Rabi       ,Peas & beans (Pulses),18,175
84191,Karnataka,CHIKMAGALUR,2011,Rabi       ,Potato,17,207
84192,Karnataka,CHIKMAGALUR,2011,Rabi       ,Rapeseed &Mustard,109,31
84193,Karnataka,CHIKMAGALUR,2011,Rabi       ,Safflower,43,26
84194,Karnataka,CHIKMAGALUR,2011,Rabi       ,Sunflower,45,14
84195,Karnataka,CHIKMAGALUR,2011,Rabi       ,Urad,10,5
84196,Karnataka,CHIKMAGALUR,2011,Summer     ,Onion,5,31
84197,Karnataka,CHIKMAGALUR,2011,Summer     ,Peas & beans (Pulses),21,190
84198,Karnataka,CHIKMAGALUR,2011,Summer     ,Rice,3496,8971
84199,Karnataka,CHIKMAGALUR,2011,Whole Year ,Arecanut,23085,120327
84200,Karnataka,CHIKMAGALUR,2011,Whole Year ,Banana,2354,19180
84201,Karnataka,CHIKMAGALUR,2011,Whole Year ,Black pepper,3585,1015.1
84202,Karnataka,CHIKMAGALUR,2011,Whole Year ,Cardamom,2290,324
84203,Karnataka,CHIKMAGALUR,2011,Whole Year ,Cashewnut,286,229
84204,Karnataka,CHIKMAGALUR,2011,Whole Year ,Coconut ,38113,207827
84205,Karnataka,CHIKMAGALUR,2011,Whole Year ,Coriander,387,166
84206,Karnataka,CHIKMAGALUR,2011,Whole Year ,Dry ginger,611,1852.2
84207,Karnataka,CHIKMAGALUR,2011,Whole Year ,Sugarcane,894,68793
84208,Karnataka,CHIKMAGALUR,2011,Whole Year ,Sweet potato,36,525
84209,Karnataka,CHIKMAGALUR,2011,Whole Year ,Tapioca,15,158
84210,Karnataka,CHIKMAGALUR,2011,Whole Year ,Tobacco,40,37
84211,Karnataka,CHIKMAGALUR,2011,Whole Year ,Turmeric,3,15
84212,Karnataka,CHIKMAGALUR,2012,Kharif     ,Arhar/Tur,496,351
84213,Karnataka,CHIKMAGALUR,2012,Kharif     ,Bajra,5,5
84214,Karnataka,CHIKMAGALUR,2012,Kharif     ,Castor seed,245,153
84215,Karnataka,CHIKMAGALUR,2012,Kharif     ,Cotton(lint),1159,952
84216,Karnataka,CHIKMAGALUR,2012,Kharif     ,Cowpea(Lobia),229,63
84217,Karnataka,CHIKMAGALUR,2012,Kharif     ,Dry chillies,2800,745
84218,Karnataka,CHIKMAGALUR,2012,Kharif     ,Groundnut,4501,2531
84219,Karnataka,CHIKMAGALUR,2012,Kharif     ,Horse-gram,2507,1165
84220,Karnataka,CHIKMAGALUR,2012,Kharif     ,Jowar,1939,1081
84221,Karnataka,CHIKMAGALUR,2012,Kharif     ,Maize,17385,36120
84222,Karnataka,CHIKMAGALUR,2012,Kharif     ,Moong(Green Gram),2355,242
84223,Karnataka,CHIKMAGALUR,2012,Kharif     ,Niger seed,119,35
84224,Karnataka,CHIKMAGALUR,2012,Kharif     ,Onion,5327,35480
84225,Karnataka,CHIKMAGALUR,2012,Kharif     ,Other Kharif pulses,2293,1680
84226,Karnataka,CHIKMAGALUR,2012,Kharif     ,Potato,4577,19462
84227,Karnataka,CHIKMAGALUR,2012,Kharif     ,Ragi,38664,37723
84228,Karnataka,CHIKMAGALUR,2012,Kharif     ,Rapeseed &Mustard,19,6
84229,Karnataka,CHIKMAGALUR,2012,Kharif     ,Rice,35282,80175
84230,Karnataka,CHIKMAGALUR,2012,Kharif     ,Sesamum,5598,1994
84231,Karnataka,CHIKMAGALUR,2012,Kharif     ,Small millets,2056,830
84232,Karnataka,CHIKMAGALUR,2012,Kharif     ,Soyabean,5,5
84233,Karnataka,CHIKMAGALUR,2012,Kharif     ,Sunflower,3725,1097
84234,Karnataka,CHIKMAGALUR,2012,Kharif     ,Urad,258,29
84235,Karnataka,CHIKMAGALUR,2012,Rabi       ,Dry chillies,23,63
84236,Karnataka,CHIKMAGALUR,2012,Rabi       ,Gram,8305,5191
84237,Karnataka,CHIKMAGALUR,2012,Rabi       ,Horse-gram,7691,3186
84238,Karnataka,CHIKMAGALUR,2012,Rabi       ,Jowar,6981,3913
84239,Karnataka,CHIKMAGALUR,2012,Rabi       ,Other  Rabi pulses,10,5
84240,Karnataka,CHIKMAGALUR,2012,Rabi       ,Potato,12,204
84241,Karnataka,CHIKMAGALUR,2012,Rabi       ,Sunflower,21,6
84242,Karnataka,CHIKMAGALUR,2012,Summer     ,Cowpea(Lobia),4,1
84243,Karnataka,CHIKMAGALUR,2012,Summer     ,Groundnut,110,88
84244,Karnataka,CHIKMAGALUR,2012,Summer     ,Maize,4,14
84245,Karnataka,CHIKMAGALUR,2012,Summer     ,Onion,7,40
84246,Karnataka,CHIKMAGALUR,2012,Summer     ,Rice,2708,7298
84247,Karnataka,CHIKMAGALUR,2012,Whole Year ,Arecanut,26470,137971
84248,Karnataka,CHIKMAGALUR,2012,Whole Year ,Black pepper,7649,21657
84249,Karnataka,CHIKMAGALUR,2012,Whole Year ,Cardamom,2127,301
84250,Karnataka,CHIKMAGALUR,2012,Whole Year ,Cashewnut,213,171
84251,Karnataka,CHIKMAGALUR,2012,Whole Year ,Coconut ,42261,230446
84252,Karnataka,CHIKMAGALUR,2012,Whole Year ,Coriander,364,156
84253,Karnataka,CHIKMAGALUR,2012,Whole Year ,Dry ginger,458,13884
84254,Karnataka,CHIKMAGALUR,2012,Whole Year ,Sugarcane,1532,85869
84255,Karnataka,CHIKMAGALUR,2012,Whole Year ,Sweet potato,128,1985
84256,Karnataka,CHIKMAGALUR,2012,Whole Year ,Tapioca,14,148
84257,Karnataka,CHIKMAGALUR,2012,Whole Year ,Tobacco,16,10
84258,Karnataka,CHIKMAGALUR,2012,Whole Year ,Turmeric,13,61
84259,Karnataka,CHIKMAGALUR,2013,Kharif     ,Arhar/Tur,469,431
84260,Karnataka,CHIKMAGALUR,2013,Kharif     ,Bajra,1,1
84261,Karnataka,CHIKMAGALUR,2013,Kharif     ,Castor seed,189,169
84262,Karnataka,CHIKMAGALUR,2013,Kharif     ,Cotton(lint),1299,1386
84263,Karnataka,CHIKMAGALUR,2013,Kharif     ,Cowpea(Lobia),285,87
84264,Karnataka,CHIKMAGALUR,2013,Kharif     ,Dry chillies,2702,1389
84265,Karnataka,CHIKMAGALUR,2013,Kharif     ,Groundnut,6127,4651
84266,Karnataka,CHIKMAGALUR,2013,Kharif     ,Horse-gram,2966,1443
84267,Karnataka,CHIKMAGALUR,2013,Kharif     ,Jowar,1408,1146
84268,Karnataka,CHIKMAGALUR,2013,Kharif     ,Maize,28075,72759
84269,Karnataka,CHIKMAGALUR,2013,Kharif     ,Moong(Green Gram),3178,830
84270,Karnataka,CHIKMAGALUR,2013,Kharif     ,Niger seed,129,28
84271,Karnataka,CHIKMAGALUR,2013,Kharif     ,Onion,5352,34538
84272,Karnataka,CHIKMAGALUR,2013,Kharif     ,Other Kharif pulses,2442,1916
84273,Karnataka,CHIKMAGALUR,2013,Kharif     ,Potato,4426,26389
84274,Karnataka,CHIKMAGALUR,2013,Kharif     ,Ragi,38547,41820
84275,Karnataka,CHIKMAGALUR,2013,Kharif     ,Rapeseed &Mustard,6,2
84276,Karnataka,CHIKMAGALUR,2013,Kharif     ,Rice,38396,105672
84277,Karnataka,CHIKMAGALUR,2013,Kharif     ,Sesamum,4979,3122
84278,Karnataka,CHIKMAGALUR,2013,Kharif     ,Small millets,2890,2328
84279,Karnataka,CHIKMAGALUR,2013,Kharif     ,Sunflower,4059,1747
84280,Karnataka,CHIKMAGALUR,2013,Kharif     ,Urad,542,161
84281,Karnataka,CHIKMAGALUR,2013,Rabi       ,Dry chillies,30,57
84282,Karnataka,CHIKMAGALUR,2013,Rabi       ,Gram,8275,6462
84283,Karnataka,CHIKMAGALUR,2013,Rabi       ,Horse-gram,7260,3842
84284,Karnataka,CHIKMAGALUR,2013,Rabi       ,Jowar,6725,4900
84285,Karnataka,CHIKMAGALUR,2013,Rabi       ,Linseed,4,1
84286,Karnataka,CHIKMAGALUR,2013,Rabi       ,Other  Rabi pulses,7,6
84287,Karnataka,CHIKMAGALUR,2013,Rabi       ,Potato,9,137
84288,Karnataka,CHIKMAGALUR,2013,Rabi       ,Sunflower,10,4
84289,Karnataka,CHIKMAGALUR,2013,Summer     ,Cowpea(Lobia),129,51
84290,Karnataka,CHIKMAGALUR,2013,Summer     ,Groundnut,131,106
84291,Karnataka,CHIKMAGALUR,2013,Summer     ,Onion,11,86
84292,Karnataka,CHIKMAGALUR,2013,Summer     ,Rice,2652,6430
84293,Karnataka,CHIKMAGALUR,2013,Whole Year ,Arecanut,26814,298667
84294,Karnataka,CHIKMAGALUR,2013,Whole Year ,Black pepper,7746,19248
84295,Karnataka,CHIKMAGALUR,2013,Whole Year ,Cardamom,1989,122
84296,Karnataka,CHIKMAGALUR,2013,Whole Year ,Cashewnut,204,182
84297,Karnataka,CHIKMAGALUR,2013,Whole Year ,Coconut ,41229,239553
84298,Karnataka,CHIKMAGALUR,2013,Whole Year ,Coriander,326,103
84299,Karnataka,CHIKMAGALUR,2013,Whole Year ,Dry ginger,484,15424
84300,Karnataka,CHIKMAGALUR,2013,Whole Year ,Sugarcane,1546,88122
84301,Karnataka,CHIKMAGALUR,2013,Whole Year ,Sweet potato,128,1299
84302,Karnataka,CHIKMAGALUR,2013,Whole Year ,Tobacco,15,12
84303,Karnataka,CHIKMAGALUR,2013,Whole Year ,Turmeric,3,14
84304,Karnataka,CHIKMAGALUR,2014,Kharif     ,Arhar/Tur,545,355
84305,Karnataka,CHIKMAGALUR,2014,Kharif     ,Castor seed,239,145
84306,Karnataka,CHIKMAGALUR,2014,Kharif     ,Cotton(lint),1843,3018
84307,Karnataka,CHIKMAGALUR,2014,Kharif     ,Cowpea(Lobia),503,175
84308,Karnataka,CHIKMAGALUR,2014,Kharif     ,Dry chillies,2576,1774
84309,Karnataka,CHIKMAGALUR,2014,Kharif     ,Groundnut,4762,3791
84310,Karnataka,CHIKMAGALUR,2014,Kharif     ,Horse-gram,4244,2427
84311,Karnataka,CHIKMAGALUR,2014,Kharif     ,Jowar,2058,1789
84312,Karnataka,CHIKMAGALUR,2014,Kharif     ,Maize,23589,60797
84313,Karnataka,CHIKMAGALUR,2014,Kharif     ,Moong(Green Gram),3396,616
84314,Karnataka,CHIKMAGALUR,2014,Kharif     ,Niger seed,349,92
84315,Karnataka,CHIKMAGALUR,2014,Kharif     ,Onion,7343,38374
84316,Karnataka,CHIKMAGALUR,2014,Kharif     ,Other Kharif pulses,2588,1191
84317,Karnataka,CHIKMAGALUR,2014,Kharif     ,Potato,5150,30006
84318,Karnataka,CHIKMAGALUR,2014,Kharif     ,Ragi,44122,52437
84319,Karnataka,CHIKMAGALUR,2014,Kharif     ,Rapeseed &Mustard,19,4
84320,Karnataka,CHIKMAGALUR,2014,Kharif     ,Rice,37327,97056
84321,Karnataka,CHIKMAGALUR,2014,Kharif     ,Sesamum,5995,2967
84322,Karnataka,CHIKMAGALUR,2014,Kharif     ,Small millets,2716,1950
84323,Karnataka,CHIKMAGALUR,2014,Kharif     ,Sunflower,3240,1468
84324,Karnataka,CHIKMAGALUR,2014,Kharif     ,Urad,185,30
84325,Karnataka,CHIKMAGALUR,2014,Rabi       ,Dry chillies,39,73
84326,Karnataka,CHIKMAGALUR,2014,Rabi       ,Gram,9300,8535
84327,Karnataka,CHIKMAGALUR,2014,Rabi       ,Horse-gram,7592,4962
84328,Karnataka,CHIKMAGALUR,2014,Rabi       ,Jowar,8602,7289
84329,Karnataka,CHIKMAGALUR,2014,Rabi       ,Linseed,2,1
84330,Karnataka,CHIKMAGALUR,2014,Rabi       ,Moong(Green Gram),10,3
84331,Karnataka,CHIKMAGALUR,2014,Rabi       ,Other  Rabi pulses,7,5
84332,Karnataka,CHIKMAGALUR,2014,Rabi       ,Potato,6,92
84333,Karnataka,CHIKMAGALUR,2014,Rabi       ,Sunflower,9,4
84334,Karnataka,CHIKMAGALUR,2014,Summer     ,Groundnut,92,121
84335,Karnataka,CHIKMAGALUR,2014,Summer     ,Onion,14,69
84336,Karnataka,CHIKMAGALUR,2014,Summer     ,Rice,3010,8244
84337,Karnataka,CHIKMAGALUR,2014,Whole Year ,Arecanut,27765,147882
84338,Karnataka,CHIKMAGALUR,2014,Whole Year ,Black pepper,7788,77795
84339,Karnataka,CHIKMAGALUR,2014,Whole Year ,Cardamom,2037,129
84340,Karnataka,CHIKMAGALUR,2014,Whole Year ,Cashewnut,179,218
84341,Karnataka,CHIKMAGALUR,2014,Whole Year ,Coconut ,41329,238089
84342,Karnataka,CHIKMAGALUR,2014,Whole Year ,Coriander,269,87
84343,Karnataka,CHIKMAGALUR,2014,Whole Year ,Dry ginger,705,20478
84344,Karnataka,CHIKMAGALUR,2014,Whole Year ,Sugarcane,1391,132145
84345,Karnataka,CHIKMAGALUR,2014,Whole Year ,Sweet potato,141,1290
84346,Karnataka,CHIKMAGALUR,2014,Whole Year ,Tobacco,18,13
84347,Karnataka,CHIKMAGALUR,2014,Whole Year ,Turmeric,5,30
84348,Karnataka,CHITRADURGA,1997,Kharif     ,Arhar/Tur,10247,4225
84349,Karnataka,CHITRADURGA,1997,Kharif     ,Bajra,5257,1816
84350,Karnataka,CHITRADURGA,1997,Kharif     ,Dry chillies,4199,5614
84351,Karnataka,CHITRADURGA,1997,Kharif     ,Groundnut,131629,88231
84352,Karnataka,CHITRADURGA,1997,Kharif     ,Horse-gram,10284,8754
84353,Karnataka,CHITRADURGA,1997,Kharif     ,Jowar,26982,43938
84354,Karnataka,CHITRADURGA,1997,Kharif     ,Maize,109411,261359
84355,Karnataka,CHITRADURGA,1997,Kharif     ,Paddy,39725,204602
84356,Karnataka,CHITRADURGA,1997,Kharif     ,Ragi,62426,53619
84357,Karnataka,CHITRADURGA,1997,Kharif     ,Rice,39725,136465
84358,Karnataka,CHITRADURGA,1997,Rabi       ,Dry chillies,108,187
84359,Karnataka,CHITRADURGA,1997,Rabi       ,Groundnut,8545,9644
84360,Karnataka,CHITRADURGA,1997,Rabi       ,Horse-gram,7963,4055
84361,Karnataka,CHITRADURGA,1997,Rabi       ,Jowar,32746,13681
84362,Karnataka,CHITRADURGA,1997,Rabi       ,Maize,494,1010
84363,Karnataka,CHITRADURGA,1997,Rabi       ,Paddy,355,1133
84364,Karnataka,CHITRADURGA,1997,Rabi       ,Ragi,44,60
84365,Karnataka,CHITRADURGA,1997,Rabi       ,Rice,355,756
84366,Karnataka,CHITRADURGA,1997,Rabi       ,Wheat,518,381
84367,Karnataka,CHITRADURGA,1997,Summer     ,Jowar,1591,3924
84368,Karnataka,CHITRADURGA,1997,Summer     ,Maize,45,97
84369,Karnataka,CHITRADURGA,1997,Summer     ,Paddy,32958,166203
84370,Karnataka,CHITRADURGA,1997,Summer     ,Ragi,1197,2072
84371,Karnataka,CHITRADURGA,1997,Summer     ,Rice,32958,110865
84372,Karnataka,CHITRADURGA,1997,Whole Year ,Arecanut,7524,7248
84373,Karnataka,CHITRADURGA,1997,Whole Year ,Coriander,782,79
84374,Karnataka,CHITRADURGA,1997,Whole Year ,Garlic,27,30
84375,Karnataka,CHITRADURGA,1997,Whole Year ,Sugarcane,8378,827746
84376,Karnataka,CHITRADURGA,1997,Whole Year ,Turmeric,3,17
84377,Karnataka,CHITRADURGA,1998,Kharif     ,Arhar/Tur,7582,3393
84378,Karnataka,CHITRADURGA,1998,Kharif     ,Bajra,8649,6113
84379,Karnataka,CHITRADURGA,1998,Kharif     ,Castor seed,1342,1308
84380,Karnataka,CHITRADURGA,1998,Kharif     ,Cotton(lint),26795,30271
84381,Karnataka,CHITRADURGA,1998,Kharif     ,Groundnut,155527,191503
84382,Karnataka,CHITRADURGA,1998,Kharif     ,Horse-gram,9976,9724
84383,Karnataka,CHITRADURGA,1998,Kharif     ,Jowar,22972,34346
84384,Karnataka,CHITRADURGA,1998,Kharif     ,Maize,32832,103976
84385,Karnataka,CHITRADURGA,1998,Kharif     ,Moong(Green Gram),2537,202
84386,Karnataka,CHITRADURGA,1998,Kharif     ,Niger seed,555,163
84387,Karnataka,CHITRADURGA,1998,Kharif     ,Onion,10982,83672
84388,Karnataka,CHITRADURGA,1998,Kharif     ,Peas & beans (Pulses),16,147
84389,Karnataka,CHITRADURGA,1998,Kharif     ,Ragi,61386,95832
84390,Karnataka,CHITRADURGA,1998,Kharif     ,Rapeseed &Mustard,235,50
84391,Karnataka,CHITRADURGA,1998,Kharif     ,Rice,3235,9914
84392,Karnataka,CHITRADURGA,1998,Kharif     ,Sesamum,4154,1819
84393,Karnataka,CHITRADURGA,1998,Kharif     ,Sunflower,21838,10045
84394,Karnataka,CHITRADURGA,1998,Rabi       ,Gram,2960,1627
84395,Karnataka,CHITRADURGA,1998,Rabi       ,Groundnut,5545,6938
84396,Karnataka,CHITRADURGA,1998,Rabi       ,Horse-gram,5658,1758
84397,Karnataka,CHITRADURGA,1998,Rabi       ,Jowar,16789,11307
84398,Karnataka,CHITRADURGA,1998,Rabi       ,Maize,374,767
84399,Karnataka,CHITRADURGA,1998,Rabi       ,Onion,199,2006
84400,Karnataka,CHITRADURGA,1998,Rabi       ,Peas & beans (Pulses),3,30
84401,Karnataka,CHITRADURGA,1998,Rabi       ,Ragi,51,74
84402,Karnataka,CHITRADURGA,1998,Rabi       ,Rice,730,1518
84403,Karnataka,CHITRADURGA,1998,Rabi       ,Safflower,1044,549
84404,Karnataka,CHITRADURGA,1998,Rabi       ,Sunflower,16067,6017
84405,Karnataka,CHITRADURGA,1998,Rabi       ,Wheat,486,546
84406,Karnataka,CHITRADURGA,1998,Summer     ,Jowar,526,1395
84407,Karnataka,CHITRADURGA,1998,Summer     ,Maize,180,409
84408,Karnataka,CHITRADURGA,1998,Summer     ,Onion,419,2620
84409,Karnataka,CHITRADURGA,1998,Summer     ,Ragi,972,2263
84410,Karnataka,CHITRADURGA,1998,Summer     ,Rice,5457,16109
84411,Karnataka,CHITRADURGA,1998,Summer     ,Sunflower,1564,787
84412,Karnataka,CHITRADURGA,1998,Whole Year ,Arecanut,6113,28613
84413,Karnataka,CHITRADURGA,1998,Whole Year ,Coconut ,36609,214268
84414,Karnataka,CHITRADURGA,1998,Whole Year ,Coriander,698,70
84415,Karnataka,CHITRADURGA,1998,Whole Year ,Dry chillies,3786,2120
84416,Karnataka,CHITRADURGA,1998,Whole Year ,Garlic,4,5
84417,Karnataka,CHITRADURGA,1998,Whole Year ,Turmeric,3,15
84418,Karnataka,CHITRADURGA,1999,Kharif     ,Arhar/Tur,7924,3139
84419,Karnataka,CHITRADURGA,1999,Kharif     ,Bajra,4852,2259
84420,Karnataka,CHITRADURGA,1999,Kharif     ,Castor seed,1799,1388
84421,Karnataka,CHITRADURGA,1999,Kharif     ,Cotton(lint),13905,15166
84422,Karnataka,CHITRADURGA,1999,Kharif     ,Dry ginger,4,53
84423,Karnataka,CHITRADURGA,1999,Kharif     ,Groundnut,157464,107080
84424,Karnataka,CHITRADURGA,1999,Kharif     ,Horse-gram,12172,3897
84425,Karnataka,CHITRADURGA,1999,Kharif     ,Jowar,19469,21288
84426,Karnataka,CHITRADURGA,1999,Kharif     ,Maize,47109,98319
84427,Karnataka,CHITRADURGA,1999,Kharif     ,Moong(Green Gram),3183,1197
84428,Karnataka,CHITRADURGA,1999,Kharif     ,Niger seed,466,137
84429,Karnataka,CHITRADURGA,1999,Kharif     ,Other Kharif pulses,6202,2008
84430,Karnataka,CHITRADURGA,1999,Kharif     ,Ragi,59772,79814
84431,Karnataka,CHITRADURGA,1999,Kharif     ,Rice,6229,14509
84432,Karnataka,CHITRADURGA,1999,Kharif     ,Sesamum,6563,3697
84433,Karnataka,CHITRADURGA,1999,Kharif     ,Small millets,11043,4200
84434,Karnataka,CHITRADURGA,1999,Kharif     ,Soyabean,22,20
84435,Karnataka,CHITRADURGA,1999,Kharif     ,Sunflower,15243,7833
84436,Karnataka,CHITRADURGA,1999,Kharif     ,Urad,82,27
84437,Karnataka,CHITRADURGA,1999,Rabi       ,Gram,3168,1252
84438,Karnataka,CHITRADURGA,1999,Rabi       ,Groundnut,4124,3644
84439,Karnataka,CHITRADURGA,1999,Rabi       ,Horse-gram,5830,1944
84440,Karnataka,CHITRADURGA,1999,Rabi       ,Jowar,26641,15741
84441,Karnataka,CHITRADURGA,1999,Rabi       ,Maize,663,1622
84442,Karnataka,CHITRADURGA,1999,Rabi       ,Other  Rabi pulses,210,26
84443,Karnataka,CHITRADURGA,1999,Rabi       ,Ragi,28,35
84444,Karnataka,CHITRADURGA,1999,Rabi       ,Rapeseed &Mustard,195,42
84445,Karnataka,CHITRADURGA,1999,Rabi       ,Rice,747,1539
84446,Karnataka,CHITRADURGA,1999,Rabi       ,Safflower,2398,1800
84447,Karnataka,CHITRADURGA,1999,Rabi       ,Sunflower,17176,6155
84448,Karnataka,CHITRADURGA,1999,Rabi       ,Wheat,1127,1328
84449,Karnataka,CHITRADURGA,1999,Summer     ,Jowar,515,1183
84450,Karnataka,CHITRADURGA,1999,Summer     ,Maize,268,490
84451,Karnataka,CHITRADURGA,1999,Summer     ,Ragi,989,1894
84452,Karnataka,CHITRADURGA,1999,Summer     ,Rice,6275,16774
84453,Karnataka,CHITRADURGA,1999,Summer     ,Sunflower,812,531
84454,Karnataka,CHITRADURGA,1999,Whole Year ,Banana,575,11806
84455,Karnataka,CHITRADURGA,1999,Whole Year ,Coconut ,37205,217756
84456,Karnataka,CHITRADURGA,1999,Whole Year ,Coriander,387,39
84457,Karnataka,CHITRADURGA,1999,Whole Year ,Dry chillies,3376,2239
84458,Karnataka,CHITRADURGA,1999,Whole Year ,Garlic,1,1
84459,Karnataka,CHITRADURGA,1999,Whole Year ,Onion,18323,136619
84460,Karnataka,CHITRADURGA,1999,Whole Year ,Sugarcane,1314,132320
84461,Karnataka,CHITRADURGA,1999,Whole Year ,Tobacco,541,320
84462,Karnataka,CHITRADURGA,1999,Whole Year ,Turmeric,54,234
84463,Karnataka,CHITRADURGA,2000,Kharif     ,Arhar/Tur,7848,4921
84464,Karnataka,CHITRADURGA,2000,Kharif     ,Bajra,5174,3919
84465,Karnataka,CHITRADURGA,2000,Kharif     ,Castor seed,3681,5759
84466,Karnataka,CHITRADURGA,2000,Kharif     ,Cotton(lint),16297,27965
84467,Karnataka,CHITRADURGA,2000,Kharif     ,Dry ginger,12,158
84468,Karnataka,CHITRADURGA,2000,Kharif     ,Groundnut,151983,176342
84469,Karnataka,CHITRADURGA,2000,Kharif     ,Horse-gram,11990,7096
84470,Karnataka,CHITRADURGA,2000,Kharif     ,Jowar,14547,25050
84471,Karnataka,CHITRADURGA,2000,Kharif     ,Maize,43206,135867
84472,Karnataka,CHITRADURGA,2000,Kharif     ,Moong(Green Gram),2431,1048
84473,Karnataka,CHITRADURGA,2000,Kharif     ,Niger seed,542,159
84474,Karnataka,CHITRADURGA,2000,Kharif     ,Other Kharif pulses,6280,2035
84475,Karnataka,CHITRADURGA,2000,Kharif     ,Ragi,67022,124206
84476,Karnataka,CHITRADURGA,2000,Kharif     ,Rice,7356,19961
84477,Karnataka,CHITRADURGA,2000,Kharif     ,Sesamum,3762,1708
84478,Karnataka,CHITRADURGA,2000,Kharif     ,Small millets,12075,7268
84479,Karnataka,CHITRADURGA,2000,Kharif     ,Sunflower,14137,8901
84480,Karnataka,CHITRADURGA,2000,Kharif     ,Urad,81,31
84481,Karnataka,CHITRADURGA,2000,Rabi       ,Gram,3918,2441
84482,Karnataka,CHITRADURGA,2000,Rabi       ,Groundnut,4742,5469
